ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
18,Miami,Miami Open,19/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Rinderknech A.,56,74,992,821,6,3,7,6,,,,,,,2,0,Completed,1.57,2.38,1.66,2.35,1.66,2.41,1.59,2.32
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Spizzirri E.,Harris B.,134,107,434,558,7,6,3,6,6,2,,,,,2,1,Completed,1.62,2.3,1.65,2.36,1.69,2.36,1.63,2.25
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Halys Q.,Seyboth Wild T.,57,96,981,617,6,3,6,4,,,,,,,2,0,Completed,1.57,2.38,1.64,2.39,1.67,2.45,1.6,2.31
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Borges N.,51,42,1065,1280,7,6,7,5,,,,,,,2,0,Completed,2,1.8,2.11,1.8,2.12,1.83,2.03,1.77
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Fearnley J.,Bonzi B.,83,63,770,920,7,6,2,6,6,4,,,,,2,1,Completed,1.44,2.75,1.48,2.84,1.5,2.95,1.44,2.71
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Tirante T.A.,Cobolli F.,117,43,512,1280,6,1,3,6,6,3,,,,,2,1,Completed,2.3,1.62,2.35,1.66,2.45,1.66,2.29,1.6
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Eubanks C.,114,104,529,563,6,3,7,6,,,,,,,2,0,Completed,1.53,2.5,1.6,2.47,1.6,2.6,1.55,2.43
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Gaston H.,Nishioka Y.,88,68,711,859,6,4,3,1,,,,,,,1,0,Retired,2.3,1.62,2.33,1.65,2.33,1.66,2.3,1.61
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Wong C.,Altmaier D.,182,82,312,783,6,4,6,3,,,,,,,2,0,Completed,3.2,1.36,3.38,1.36,3.38,1.37,3.19,1.34
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Darderi L.,Martinez P.,61,40,945,1295,6,4,6,1,,,,,,,2,0,Completed,2.38,1.57,2.59,1.56,2.59,1.61,2.41,1.55
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Bu Y.,Norrie C.,69,81,855,784,6,4,6,2,,,,,,,2,0,Completed,2.2,1.67,2.28,1.69,2.28,1.73,2.19,1.66
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Giron M.,37,45,1375,1240,3,6,6,4,7,5,,,,,2,1,Completed,2.5,1.53,2.61,1.55,2.65,1.57,2.46,1.53
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Davidovich Fokina A.,Struff J.L.,39,49,1325,1160,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.64,2.39,1.64,2.55,1.55,2.4
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Diallo G.,Etcheverry T.,87,44,730,1275,6,3,6,0,,,,,,,2,0,Completed,2,1.77,2.02,1.85,2.02,2.01,1.94,1.84
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Navone M.,38,62,1356,925,7,5,7,5,,,,,,,2,0,Completed,1.44,2.75,1.53,2.68,1.53,2.77,1.46,2.66
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Brooksby J.,71,544,851,67,6,3,3,6,6,3,,,,,2,1,Completed,1.91,1.91,1.86,2.03,2.01,2.08,1.83,1.95
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Arnaldi M.,Wu Y.,35,421,1410,113,7,6,4,6,6,3,,,,,2,1,Completed,1.25,4,1.25,4.32,1.26,4.5,1.23,4.06
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Fonseca J.,Tien L.,60,66,955,867,6,7,6,3,6,4,,,,,2,1,Completed,1.33,3.4,1.36,3.42,1.36,3.5,1.32,3.28
18,Miami,Miami Open,20/03/2025,Masters 1000,Outdoor,Hard,1st Round,3,Mensik J.,Bautista Agut R.,54,50,1042,1089,6,4,3,6,6,1,,,,,2,1,Completed,1.4,3,1.44,2.97,1.44,3.2,1.39,2.95
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Schoolkate T.,19,129,2415,450,6,4,6,4,,,,,,,2,0,Completed,1.25,4,1.25,4.31,1.29,4.45,1.25,3.94
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Cina F.,15,441,2745,105,6,1,6,4,,,,,,,2,0,Completed,1.08,8,1.13,6.83,1.13,8.4,1.09,7.11
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Kecmanovic M.,6,48,3855,1161,3,6,6,4,6,4,,,,,2,1,Completed,1.67,2.2,1.74,2.2,1.74,2.24,1.68,2.17
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Halys Q.,16,57,2650,981,3,6,7,6,7,5,,,,,2,1,Completed,1.57,2.38,1.59,2.5,1.6,2.5,1.55,2.42
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Kyrgios N.,23,892,2000,20,7,6,6,0,,,,,,,2,0,Completed,1.36,3.2,1.4,3.19,1.4,3.3,1.35,3.16
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Ugo Carabelli C.,Michelsen A.,65,33,870,1465,6,7,7,5,6,3,,,,,2,1,Completed,4.33,1.22,4.86,1.22,4.86,1.25,4.18,1.22
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Munar J.,Medvedev D.,56,8,992,3680,6,2,6,3,,,,,,,2,0,Completed,5,1.17,5.42,1.18,5.5,1.2,5.03,1.16
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Tseng C.H.,10,115,3405,529,4,6,7,5,6,3,,,,,2,1,Completed,1.1,7,1.11,7.92,1.12,7.92,1.1,6.82
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Lehecka J.,46,27,1230,1745,6,1,3,6,7,6,,,,,2,1,Completed,2.2,1.67,2.2,1.74,2.23,1.75,2.16,1.68
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Hijikata R.,5,86,3860,752,6,0,7,6,,,,,,,2,0,Completed,1.08,8,1.11,7.95,1.11,8,1.09,7.14
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Moutet C.,31,76,1555,814,5,7,6,3,7,5,,,,,2,1,Completed,2.2,1.67,2.23,1.72,2.34,1.72,2.2,1.66
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Carballes Baena R.,32,53,1500,1051,6,4,4,6,6,3,,,,,2,1,Completed,1.3,3.5,1.32,3.65,1.35,3.66,1.32,3.35
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Spizzirri E.,25,134,1860,434,6,4,6,2,,,,,,,2,0,Completed,1.33,3.4,1.36,3.4,1.36,3.58,1.33,3.27
18,Miami,Miami Open,21/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Bublik A.,13,80,3030,785,5,7,7,5,6,4,,,,,2,1,Completed,1.29,3.75,1.25,4.31,1.29,4.31,1.25,3.88
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Muller A.,24,41,1925,1287,6,1,6,2,,,,,,,2,0,Completed,1.53,2.5,1.56,2.53,1.56,2.55,1.53,2.49
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Alcaraz C.,55,3,1003,6910,5,7,6,4,6,3,,,,,2,1,Completed,15,1.03,17.73,1.04,17.73,1.04,12.53,1.03
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Walton A.,Darderi L.,89,61,666,945,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,1.57,2.48,1.62,2.5,1.56,2.43
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Wong C.,Shelton B.,182,14,312,2980,7,6,2,6,7,6,,,,,2,1,Completed,7,1.1,7.89,1.11,7.89,1.12,6.92,1.1
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Fearnley J.,2,83,7945,770,6,2,6,4,,,,,,,2,0,Completed,1.17,5,1.18,5.62,1.18,5.67,1.16,5.12
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Sonego L.,4,38,4900,1356,7,6,6,3,,,,,,,2,0,Completed,1.14,5.5,1.16,5.96,1.17,6.09,1.15,5.37
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Arnaldi M.,21,35,2310,1410,6,2,1,6,6,3,,,,,2,1,Completed,1.44,2.75,1.52,2.68,1.52,2.75,1.47,2.65
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Mpetshi G.,37,29,1375,1656,7,6,7,6,,,,,,,2,0,Completed,1.91,1.91,1.93,1.96,1.93,2,1.86,1.93
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Tirante T.A.,28,117,1716,512,6,3,6,7,7,6,,,,,2,1,Completed,1.2,4.5,1.22,4.71,1.23,4.71,1.21,4.39
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Draper J.,54,7,1042,3800,7,6,7,6,,,,,,,2,0,Completed,4,1.25,3.81,1.3,4,1.3,3.66,1.28
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Popyrin A.,71,26,851,1800,6,7,6,3,7,5,,,,,2,1,Completed,2.1,1.73,2.06,1.84,2.12,1.84,2.03,1.77
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Rune H.,114,12,529,3270,4,6,6,3,7,6,,,,,2,1,Completed,3,1.4,2.91,1.46,3.14,1.46,2.86,1.42
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Fonseca J.,Humbert U.,60,20,955,2375,6,4,6,3,,,,,,,2,0,Completed,2.2,1.67,2.27,1.69,2.34,1.69,2.21,1.66
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Bergs Z.,Rublev A.,51,9,1065,3440,7,5,6,4,,,,,,,2,0,Completed,3.5,1.3,3.64,1.33,3.75,1.34,3.44,1.31
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Gaston H.,30,88,1580,711,4,6,6,3,6,3,,,,,2,1,Completed,1.13,6,1.15,6.42,1.15,6.42,1.13,5.82
18,Miami,Miami Open,22/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Davidovich Fokina A.,17,39,2485,1325,7,5,7,6,,,,,,,2,0,Completed,2.1,1.73,2.16,1.77,2.16,1.77,2.1,1.73
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Bu Y.,11,69,3335,855,6,4,6,4,,,,,,,2,0,Completed,1.17,5,1.18,5.43,1.2,5.5,1.17,5.09
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Diallo G.,18,87,2480,730,6,4,2,3,,,,,,,1,0,Retired,1.5,2.63,1.54,2.56,1.54,2.75,1.5,2.53
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Khachanov K.,15,23,2745,2000,6,7,6,4,7,5,,,,,2,1,Completed,1.73,2.1,1.81,2.13,1.81,2.15,1.73,2.08
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Musetti L.,Auger-Aliassime F.,16,19,2650,2415,4,6,6,2,6,3,,,,,2,1,Completed,2.5,1.53,2.52,1.59,2.55,1.61,2.44,1.55
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,Tsitsipas S.,25,10,1860,3405,7,6,6,3,,,,,,,2,0,Completed,2.3,1.62,2.31,1.69,2.35,1.69,2.25,1.63
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Nakashima B.,Goffin D.,32,55,1500,1003,6,3,6,7,6,3,,,,,2,1,Completed,1.44,2.75,1.48,2.88,1.48,2.88,1.44,2.71
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Ugo Carabelli C.,5,65,3860,870,6,1,7,6,,,,,,,2,0,Completed,1.05,11,1.08,10.13,1.08,12,1.05,9.79
18,Miami,Miami Open,23/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Munar J.,46,56,1230,992,7,5,5,7,7,6,,,,,2,1,Completed,1.5,2.63,1.51,2.75,1.55,2.75,1.5,2.56
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Tabilo A.,6,31,3855,1555,6,4,7,6,,,,,,,2,0,Completed,1.33,3.4,1.38,3.36,1.38,3.4,1.34,3.22
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Paul T.,24,13,1925,3030,6,2,7,6,,,,,,,2,0,Completed,2.63,1.5,2.71,1.53,2.72,1.57,2.58,1.5
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Machac T.,Opelka R.,21,114,2310,529,7,6,6,3,,,,,,,2,0,Completed,1.5,2.63,1.53,2.69,1.58,2.69,1.51,2.54
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Walton A.,Wong C.,89,182,666,312,7,6,4,6,6,4,,,,,2,1,Completed,1.53,2.5,1.55,2.63,1.59,2.65,1.54,2.48
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Thompson J.,2,37,7945,1375,7,5,6,4,,,,,,,2,0,Completed,1.14,5.5,1.19,5.46,1.19,5.5,1.17,5.01
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Shapovalov D.,4,28,4900,1716,7,5,6,3,,,,,,,2,0,Completed,1.4,3,1.44,3.01,1.44,3.05,1.41,2.87
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Mensik J.,Safiullin R.,54,71,1042,851,6,4,6,4,,,,,,,2,0,Completed,1.5,2.63,1.54,2.66,1.54,2.72,1.49,2.59
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Fils A.,Tiafoe F.,18,17,2480,2485,7,6,5,7,6,2,,,,,2,1,Completed,1.8,2,1.85,2.06,1.94,2.08,1.82,1.97
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,Berrettini M.,Bergs Z.,30,51,1580,1065,6,4,6,4,,,,,,,2,0,Completed,1.4,3,1.41,3.16,1.43,3.23,1.39,2.95
18,Miami,Miami Open,24/03/2025,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Fonseca J.,11,60,3335,955,5,7,7,5,6,3,,,,,2,1,Completed,1.73,2.1,1.77,2.18,1.81,2.18,1.74,2.09
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Nakashima B.,15,32,2745,1500,6,4,7,5,,,,,,,2,0,Completed,1.57,2.38,1.68,2.34,1.68,2.47,1.58,2.37
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Korda S.,Monfils G.,25,46,1860,1230,6,4,2,6,6,4,,,,,2,1,Completed,1.73,2.1,1.75,2.2,1.75,2.24,1.7,2.14
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,Ruud C.,24,6,1925,3855,6,4,6,2,,,,,,,2,0,Completed,1.8,2,1.77,2.18,1.8,2.18,1.76,2.05
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Musetti L.,5,16,3860,2650,6,2,6,2,,,,,,,2,0,Completed,1.3,3.5,1.34,3.6,1.35,3.6,1.31,3.42
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Berrettini M.,De Minaur A.,30,11,1580,3335,6,3,7,6,,,,,,,2,0,Completed,2.3,1.62,2.38,1.65,2.38,1.65,2.31,1.6
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Mensik J.,Machac T.,54,21,1042,2310,,,,,,,,,,,,,Walkover,1.91,1.91,2.09,1.82,2.09,1.91,1.97,1.84
18,Miami,Miami Open,25/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Walton A.,4,89,4900,666,6,3,7,5,,,,,,,2,0,Completed,1.08,8,1.08,9.97,1.09,9.97,1.07,7.98
18,Miami,Miami Open,26/03/2025,Masters 1000,Outdoor,Hard,4th Round,3,Fils A.,Zverev A.,18,2,2480,7945,3,6,6,3,6,4,,,,,2,1,Completed,3.5,1.3,3.9,1.33,3.95,1.5,3.44,1.32
18,Miami,Miami Open,26/03/2025,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Cerundolo F.,15,24,2745,1925,6,7,6,4,7,6,,,,,2,1,Completed,1.8,2,1.88,2.03,1.88,2.03,1.83,1.98
18,Miami,Miami Open,27/03/2025,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mensik J.,Fils A.,54,18,1042,2480,7,6,6,1,,,,,,,2,0,Completed,1.91,1.91,2,1.91,2,1.96,1.88,1.9
18,Miami,Miami Open,27/03/2025,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Korda S.,5,25,3860,1860,6,3,7,6,,,,,,,2,0,Completed,1.25,4,1.26,4.3,1.26,4.38,1.24,4.07
18,Miami,Miami Open,27/03/2025,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,Berrettini M.,4,30,4900,1580,7,5,6,7,7,5,,,,,2,1,Completed,1.44,2.75,1.47,2.85,1.5,2.85,1.44,2.76
18,Miami,Miami Open,28/03/2025,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,5,15,3860,2745,6,2,6,3,,,,,,,2,0,Completed,1.22,4.33,1.27,4.22,1.28,4.33,1.25,3.98
18,Miami,Miami Open,28/03/2025,Masters 1000,Outdoor,Hard,Semifinals,3,Mensik J.,Fritz T.,54,4,1042,4900,7,6,4,6,7,6,,,,,2,1,Completed,3.4,1.33,3.4,1.37,3.4,1.37,3.27,1.34
18,Miami,Miami Open,31/03/2025,Masters 1000,Outdoor,Hard,The Final,3,Mensik J.,Djokovic N.,54,5,1042,3860,7,6,7,6,,,,,,,2,1,Completed,4.33,1.22,4.19,1.27,4.33,1.27,4.01,1.24
