ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
26,Rome,Internazionali BNL d'Italia,07/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Passaro F.,Tseng C.H.,101,102,593,593,6,0,2,6,6,3,,,,,2,1,Completed,2.5,1.53,2.57,1.56,2.68,1.58,2.53,1.53
26,Rome,Internazionali BNL d'Italia,07/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Virtanen O.,Medjedovic H.,130,72,455,871,6,4,6,4,,,,,,,2,0,Completed,4.33,1.22,4.15,1.27,4.5,1.27,4.13,1.23
26,Rome,Internazionali BNL d'Italia,07/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Djere L.,Etcheverry T.,64,51,902,1015,6,3,6,2,,,,,,,2,0,Completed,1.8,2,1.91,1.98,1.95,2.12,1.84,1.98
26,Rome,Internazionali BNL d'Italia,07/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Gaubas V.,Dzumhur D.,154,69,371,881,7,6,2,6,6,4,,,,,2,1,Completed,1.91,1.91,1.93,1.96,1.96,2.02,1.87,1.94
26,Rome,Internazionali BNL d'Italia,07/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Darderi L.,Bu Y.,46,73,1204,857,7,6,6,3,,,,,,,2,0,Completed,1.33,3.4,1.38,3.26,1.48,3.4,1.36,3.18
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,De Jong J.,Shevchenko A.,93,97,640,605,6,2,6,4,,,,,,,2,0,Completed,1.57,2.38,1.62,2.43,1.62,2.63,1.57,2.39
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Arnaldi M.,56,37,969,1410,6,4,6,3,,,,,,,2,0,Completed,4,1.25,4.56,1.24,4.56,1.31,3.94,1.25
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Gaston H.,53,78,1010,793,7,6,6,4,,,,,,,2,0,Completed,1.57,2.38,1.55,2.62,1.61,2.62,1.56,2.44
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Vukic A.,Moreno De Alboran N.,79,149,792,386,7,6,6,2,,,,,,,2,0,Completed,2.2,1.67,2.26,1.71,2.26,1.94,2.15,1.71
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Navone M.,Cina F.,99,323,600,160,6,3,6,3,,,,,,,2,0,Completed,1.2,4.5,1.19,5.32,1.23,5.32,1.2,4.68
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Marozsan F.,Fonseca J.,61,65,935,897,6,3,7,6,,,,,,,2,0,Completed,3,1.4,3.13,1.41,3.15,1.43,3.03,1.39
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Borges N.,120,40,493,1360,6,1,4,6,6,4,,,,,2,1,Completed,2.1,1.73,2.11,1.8,2.3,1.8,2.1,1.75
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Barrios M.,66,118,892,506,4,6,6,2,7,5,,,,,2,1,Completed,1.57,2.38,1.6,2.48,1.6,2.48,1.57,2.4
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Nardi L.,Cobolli F.,95,34,632,1520,6,3,6,4,,,,,,,2,0,Completed,3.2,1.36,3.27,1.38,3.33,1.51,3.1,1.38
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Gigante M.,Rinderknech A.,164,75,341,826,7,6,7,6,,,,,,,2,0,Completed,1.73,2.1,1.77,2.15,1.77,2.36,1.72,2.13
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Diallo G.,45,54,1245,995,3,6,6,3,6,4,,,,,2,1,Completed,2.5,1.53,2.56,1.57,2.63,1.8,2.49,1.56
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Safiullin R.,76,77,820,816,6,3,7,6,,,,,,,2,0,Completed,1.91,1.91,1.98,1.91,1.98,2.08,1.89,1.94
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Ofner S.,Carballes Baena R.,143,59,398,946,6,3,0,0,,,,,,,1,0,Retired,1.67,2.2,1.7,2.24,1.83,2.64,1.68,2.21
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Martinez P.,Bellucci M.,49,68,1115,891,6,4,6,2,,,,,,,2,0,Completed,1.62,2.3,1.71,2.24,1.73,2.32,1.64,2.26
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Fearnley J.,Fognini F.,57,107,953,566,6,2,6,3,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.46,3.35,1.43,2.88
26,Rome,Internazionali BNL d'Italia,08/05/2025,Masters 1000,Outdoor,Clay,1st Round,3,Tien L.,Opelka R.,70,94,878,634,6,4,7,6,,,,,,,2,0,Completed,1.91,1.91,1.92,1.97,2.04,2.01,1.91,1.91
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Nakashima B.,Thompson J.,29,41,1675,1355,,,,,,,,,,,,,Walkover,1.4,3,1.39,3.28,1.42,3.28,1.39,3.05
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Passaro F.,Dimitrov G.,101,15,593,2685,7,5,6,3,,,,,,,2,0,Completed,4,1.25,4.12,1.28,4.4,1.34,3.92,1.25
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Burruchaga R.,24,135,1910,439,6,4,5,7,6,1,,,,,2,1,Completed,1.3,3.5,1.3,3.88,1.31,3.88,1.29,3.58
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Fils A.,Griekspoor T.,14,35,2920,1505,6,2,6,2,,,,,,,2,0,Completed,1.5,2.63,1.53,2.71,1.53,2.83,1.49,2.63
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Popyrin A.,Taberner C.,25,139,1860,417,6,1,7,6,,,,,,,2,0,Completed,1.44,2.75,1.51,2.65,1.58,2.8,1.48,2.68
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Alcaraz C.,Lajovic D.,3,131,7850,446,6,3,6,3,,,,,,,2,0,Completed,1.05,11,1.05,14.83,1.06,16,1.05,11.32
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Muller A.,19,39,2420,1403,6,2,7,6,,,,,,,2,0,Completed,1.25,4,1.29,3.82,1.32,4.3,1.27,3.83
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Djere L.,Michelsen A.,64,32,902,1570,6,0,6,3,,,,,,,2,0,Completed,1.44,2.75,1.43,3.05,1.54,3.1,1.44,2.83
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Virtanen O.,9,130,3550,455,6,3,6,2,,,,,,,2,0,Completed,1.07,9,1.08,9.61,1.09,11.5,1.07,8.76
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Norrie C.,11,91,3290,667,6,4,6,2,,,,,,,2,0,Completed,1.3,3.5,1.33,3.68,1.35,3.75,1.3,3.55
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Humbert U.,Moutet C.,22,83,2145,752,3,6,0,4,,,,,,,0,1,Retired,1.62,2.3,1.68,2.32,1.74,2.35,1.63,2.29
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Kopriva V.,Baez S.,92,33,655,1540,3,6,6,4,6,4,,,,,2,1,Completed,2.75,1.44,2.77,1.51,2.9,1.52,2.77,1.45
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Gaubas V.,Shapovalov D.,154,28,371,1726,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,2.8,1.5,2.84,1.53,2.72,1.47
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Comesana F.,10,63,3440,906,3,6,6,3,6,4,,,,,2,1,Completed,1.36,3.2,1.35,3.53,1.4,3.7,1.35,3.29
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Draper J.,Darderi L.,5,46,4440,1204,6,1,6,4,,,,,,,2,0,Completed,1.29,3.75,1.25,4.52,1.29,4.52,1.25,4
26,Rome,Internazionali BNL d'Italia,09/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Zverev A.,Ugo Carabelli C.,2,60,8085,944,6,2,6,1,,,,,,,2,0,Completed,1.08,8,1.09,8.66,1.11,9.6,1.09,8.03
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Bautista Agut R.,12,56,3210,969,6,1,6,4,,,,,,,2,0,Completed,1.22,4.33,1.24,4.57,1.27,4.6,1.23,4.29
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Berrettini M.,Fearnley J.,30,57,1670,953,6,4,7,6,,,,,,,2,0,Completed,1.3,3.5,1.34,3.57,1.36,3.7,1.32,3.45
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Marozsan F.,Rublev A.,61,17,935,2580,7,5,4,6,6,3,,,,,2,1,Completed,2.2,1.67,2.12,1.81,2.22,1.81,2.14,1.73
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Ofner S.,Tiafoe F.,143,16,398,2640,6,2,6,7,6,3,,,,,2,1,Completed,2.3,1.62,2.24,1.73,2.34,1.73,2.26,1.66
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Machac T.,Tien L.,20,70,2215,878,6,4,6,4,,,,,,,2,0,Completed,1.29,3.75,1.32,3.79,1.34,3.8,1.31,3.55
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Vukic A.,23,79,2020,792,6,3,6,4,,,,,,,2,0,Completed,1.33,3.4,1.37,3.38,1.4,3.4,1.34,3.31
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Martinez P.,31,49,1665,1115,6,1,7,5,,,,,,,2,0,Completed,1.57,2.38,1.72,2.25,1.78,2.45,1.63,2.29
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Bublik A.,7,76,3715,820,6,4,4,6,6,3,,,,,2,1,Completed,1.17,5,1.18,5.41,1.19,6.2,1.18,4.99
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Giron M.,Fritz T.,45,4,1245,4815,7,6,7,6,,,,,,,2,0,Completed,5,1.17,5.95,1.16,6.2,1.18,5.73,1.14
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,De Jong J.,Davidovich Fokina A.,93,26,640,1745,6,0,6,2,,,,,,,2,0,Completed,3.5,1.3,4.01,1.29,4.01,1.33,3.57,1.3
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Mensik J.,Gigante M.,21,164,2182,341,7,6,7,5,,,,,,,2,0,Completed,1.2,4.5,1.26,4.4,1.26,4.7,1.21,4.41
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Jarry N.,18,53,2425,1010,7,6,6,3,,,,,,,2,0,Completed,1.2,4.5,1.22,4.93,1.24,5,1.2,4.6
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Dellien H.,Seyboth Wild T.,103,120,587,493,4,6,6,3,6,4,,,,,2,1,Completed,2.5,1.53,2.71,1.52,2.8,1.6,2.57,1.52
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Munar J.,Shelton B.,66,13,892,3020,6,2,6,1,,,,,,,2,0,Completed,2.1,1.73,2.22,1.75,2.22,1.82,2.1,1.73
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,Sinner J.,Navone M.,1,99,9730,600,6,3,6,4,,,,,,,2,0,Completed,1.08,8,1.09,9.73,1.11,9.8,1.08,8.27
26,Rome,Internazionali BNL d'Italia,10/05/2025,Masters 1000,Outdoor,Clay,2nd Round,3,De Minaur A.,Nardi L.,8,95,3635,632,6,4,7,5,,,,,,,2,0,Completed,1.1,7,1.1,8.25,1.14,8.75,1.1,7.41
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Popyrin A.,11,25,3290,1860,6,4,6,1,,,,,,,2,0,Completed,1.33,3.4,1.36,3.49,1.43,3.49,1.38,3.09
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Fils A.,Tsitsipas S.,14,19,2920,2420,2,6,6,4,6,2,,,,,2,1,Completed,1.67,2.2,1.8,2.14,1.8,2.22,1.7,2.16
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Moutet C.,Rune H.,83,10,752,3440,7,5,5,7,7,6,,,,,2,1,Completed,4.5,1.2,5.02,1.2,5.3,1.24,4.67,1.2
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Musetti L.,Nakashima B.,9,29,3550,1675,6,4,6,3,,,,,,,2,0,Completed,1.17,5,1.18,5.43,1.2,5.8,1.17,5.15
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Gaubas V.,2,154,8085,371,6,4,6,0,,,,,,,2,0,Completed,1.05,11,1.06,12.27,1.08,13,1.05,10.75
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Draper J.,Kopriva V.,5,92,4440,655,6,4,6,3,,,,,,,2,0,Completed,1.1,7,1.12,7.18,1.14,7.6,1.11,6.93
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Passaro F.,24,101,1910,593,6,3,6,0,,,,,,,2,0,Completed,1.4,3,1.45,2.97,1.48,3,1.42,2.86
26,Rome,Internazionali BNL d'Italia,11/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Alcaraz C.,Djere L.,3,64,7850,902,7,6,6,2,,,,,,,2,0,Completed,1.08,8,1.1,9.31,1.1,11.5,1.08,8.18
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Paul T.,Machac T.,12,20,3210,2215,6,3,6,7,6,4,,,,,2,1,Completed,1.67,2.2,1.71,2.27,1.74,2.32,1.67,2.21
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,De Minaur A.,Dellien H.,8,103,3635,587,6,4,6,4,,,,,,,2,0,Completed,1.06,10,1.04,16.8,1.06,17.5,1.04,11.6
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Mensik J.,Marozsan F.,21,61,2182,935,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.7,2.29,1.74,2.33,1.69,2.19
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Hurkacz H.,Giron M.,31,45,1665,1245,6,3,1,6,6,1,,,,,2,1,Completed,1.44,2.75,1.5,2.79,1.52,2.88,1.47,2.69
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Cerundolo F.,Ofner S.,18,143,2425,398,6,2,6,4,,,,,,,2,0,Completed,1.14,5.5,1.17,5.56,1.18,6.8,1.15,5.51
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,De Jong J.,1,93,9730,640,6,4,6,2,,,,,,,2,0,Completed,1.06,10,1.04,15.96,1.06,16.25,1.04,11.94
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Munar J.,Korda S.,66,23,892,2020,6,4,6,2,,,,,,,2,0,Completed,2.2,1.67,2.12,1.81,2.22,1.87,2.14,1.72
26,Rome,Internazionali BNL d'Italia,12/05/2025,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Berrettini M.,7,30,3715,1670,7,5,2,0,,,,,,,1,0,Retired,1.57,2.38,1.63,2.43,1.69,2.43,1.6,2.35
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Alcaraz C.,Khachanov K.,3,24,7850,1910,6,3,3,6,7,5,,,,,2,1,Completed,1.08,8,1.07,10.41,1.11,10.5,1.08,8.32
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Draper J.,Moutet C.,5,83,4440,752,1,6,6,4,6,3,,,,,2,1,Completed,1.1,7,1.12,7.23,1.14,7.75,1.11,6.94
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Hurkacz H.,Mensik J.,31,21,1665,2182,7,6,4,6,7,6,,,,,2,1,Completed,3,1.4,2.97,1.45,3.23,1.46,2.94,1.41
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Musetti L.,Medvedev D.,9,11,3550,3290,7,5,6,4,,,,,,,2,0,Completed,1.5,2.63,1.54,2.65,1.54,2.8,1.52,2.57
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Sinner J.,Cerundolo F.,1,18,9730,2425,7,6,6,3,,,,,,,2,0,Completed,1.29,3.75,1.29,4,1.3,4.2,1.26,3.81
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Zverev A.,Fils A.,2,14,8085,2920,7,6,6,1,,,,,,,2,0,Completed,1.57,2.38,1.57,2.59,1.59,2.7,1.56,2.45
26,Rome,Internazionali BNL d'Italia,13/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Paul T.,De Minaur A.,12,8,3210,3635,7,5,6,3,,,,,,,2,0,Completed,2.5,1.53,2.72,1.52,2.82,1.54,2.61,1.5
26,Rome,Internazionali BNL d'Italia,14/05/2025,Masters 1000,Outdoor,Clay,4th Round,3,Ruud C.,Munar J.,7,66,3715,892,6,3,6,4,,,,,,,2,0,Completed,1.2,4.5,1.24,4.58,1.25,4.8,1.2,4.52
26,Rome,Internazionali BNL d'Italia,14/05/2025,Masters 1000,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Draper J.,3,5,7850,4440,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,1.36,3.45,1.38,3.55,1.35,3.29
26,Rome,Internazionali BNL d'Italia,14/05/2025,Masters 1000,Outdoor,Clay,Quarterfinals,3,Musetti L.,Zverev A.,9,2,3550,8085,7,6,6,4,,,,,,,2,0,Completed,2.38,1.57,2.37,1.66,2.44,1.69,2.34,1.61
26,Rome,Internazionali BNL d'Italia,15/05/2025,Masters 1000,Outdoor,Clay,Quarterfinals,3,Paul T.,Hurkacz H.,12,31,3210,1665,7,6,6,3,,,,,,,2,0,Completed,1.4,3,1.42,3.14,1.46,3.2,1.4,3.02
26,Rome,Internazionali BNL d'Italia,15/05/2025,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Ruud C.,1,7,9730,3715,6,0,6,1,,,,,,,2,0,Completed,1.29,3.75,1.29,4.04,1.29,4.5,1.27,3.9
26,Rome,Internazionali BNL d'Italia,16/05/2025,Masters 1000,Outdoor,Clay,Semifinals,3,Alcaraz C.,Musetti L.,3,9,7850,3550,6,3,7,6,,,,,,,2,0,Completed,1.36,3.2,1.37,3.41,1.4,3.55,1.34,3.33
26,Rome,Internazionali BNL d'Italia,16/05/2025,Masters 1000,Outdoor,Clay,Semifinals,3,Sinner J.,Paul T.,1,12,9730,3210,1,6,6,0,6,3,,,,,2,1,Completed,1.08,8,1.1,9.13,1.11,10.5,1.09,8.05
26,Rome,Internazionali BNL d'Italia,18/05/2025,Masters 1000,Outdoor,Clay,The Final,3,Alcaraz C.,Sinner J.,3,1,7850,9730,7,6,6,1,,,,,,,2,0,Completed,2.3,1.62,2.43,1.63,2.48,1.68,2.3,1.63
